24.943325,121.297187
23.045063,120.275724
25.056168,121.375231
23.76344,121.5694
23.48525,121.51173
23.46845,121.48904
23.45141,121.49617
22.9451,121.27975
22.8065,121.197
22.87416,121.22765
23.1032,121.37685
23.01779,121.3255
22.63394,121.49991
22.63366,121.5069
22.65502,121.50952
22.67518,121.49626
22.67675,121.50767
23.41314,121.4828
22.83271,121.18577
22.67792,121.48278
23.15562,121.39992
23.90455,121.60241
23.48888,121.4012
23.39642,121.47724
23.12326,121.4071
22.79564,121.19607
22.66859,121.4689
23.02011,121.32488
23.46663,121.48854
22.88752,121.21055
23.12967,121.40076
23.20697,121.39645
23.3303,121.44752
23.90294,121.6038
23.09778,121.38297
23.10405,121.38497
23.7841,119.602
23.73025,119.60246
23.7157,119.5563
23.7118,119.608
23.6472,119.632
23.56282,119.55825
23.56761,119.56253
23.56487,119.56487
23.55011,119.5953
23.57884,119.68093
23.5967,119.67143
23.6204,119.6058
23.65679,119.55721
23.64831,119.54639
23.65114,119.52092
23.6045,119.51885
23.56444,119.48963
23.56254,119.46905
23.50954,119.52115
23.48449,119.51352
23.35742,119.50047
23.35598,119.50316
23.36496,119.50692
23.37013,119.49601
23.22022,119.44697
23.20079,119.43535
23.20878,119.43534
23.20843,119.44357
23.1969,119.42968
23.18745,119.4301
23.196,119.42519
23.59918,119.64715
23.56843,119.50717
23.551,119.54731
23.67845,119.66664
23.66186,119.65943
23.36662,119.52769
23.20174,119.43753
23.5645,119.56414
23.56457,119.56423
23.56307,119.56226
23.56062,119.6297
23.55639,119.60659
23.56647,119.57251
23.64952,119.60928
23.66879,119.60354
23.67096,119.57081
23.73883,119.61164
23.196,119.42519
23.56509,119.48994
23.4864,119.51441
23.56519,119.56396
23.56417,119.56074
23.58361,119.57017
23.58428,119.56792
23.58156,119.58364
23.55667,119.57469
23.5765,119.597
23.5261,119.60264
23.52603,119.568
23.54208,119.544
23.654,119.517
23.65356,119.517
23.65328,119.515
23.6026,119.52092
23.57392,119.499
23.57398,119.49929
23.56228,119.477
23.56469,119.481
23.63375,119.599
23.66797,119.602
23.66744,119.575
23.65647,119.556
23.56133,119.637
23.56583,119.678
23.587,119.668
23.60356,119.66
23.59569,119.656
23.60358,119.65
23.58644,119.645
23.60598,119.62635
23.60547,119.629
23.60169,119.625
23.56233,119.56079
23.56373,119.56816
23.63243,119.51367
23.57373,119.51406
23.61944,119.56889
23.91658,121.50569
23.80395,121.45994
23.75669,121.42555
23.74422,121.45708
23.7316,121.48865
23.65914,121.4113
23.57637,121.37568
23.49099,121.39111
23.5237,121.39138
23.48797,121.4017
23.49527,121.34466
23.47236,121.35058
23.46545,121.35575
23.28122,121.3415
23.20161,121.27619
23.49669,121.37611
23.12423,121.21874
23.10912,121.19633
22.74474,121.01057
22.90477,121.12083
22.92669,121.13413
22.89706,121.09353
22.90555,121.0908
22.86502,121.10919
23.1738,121.0393
22.45579,120.47953
22.45587,120.47954
21.9945,120.86396
22.45642,120.47881
22.45196,120.48376
22.46308,120.44877
22.46809,120.44257
22.46792,120.44256
